Date and Time,Transaction Type,Sent Quantity,Sent Currency,Sending Source,Received Quantity,Received Currency,Receiving Destination,Fee,Fee Currency,Exchange Transaction ID,Blockchain Transaction Hash
2026-09-19T05:40:11Z,Income,,DASH,DASH Wallet,1.00,DASH,DASH Wallet,,,,aa44ef947f3cb9cf26f01bc94d144d1c96b5f3916b9219b5185b0679fd0d8482
