Date and Time,Transaction Type,Sent Quantity,Sent Currency,Sending Source,Received Quantity,Received Currency,Receiving Destination,Fee,Fee Currency,Exchange Transaction ID,Blockchain Transaction Hash
2026-09-19T06:35:54Z,Income,,DASH,DASH Wallet,1.00,DASH,DASH Wallet,,,,afcfb69ab343b09c09d2bce10e880964279112da1a92e8622ef6ea2354daf267
